Direction,Year,Date,Country,Product,Transport_mode,Measure,Value
Imports,2019,14/02/2019,Australia,All,All,$,28000000
Imports,2019,15/02/2019,Australia,All,All,$,22000000
Imports,2019,16/02/2019,Australia,All,All,$,2000000
Imports,2019,17/02/2019,Australia,All,All,$,5000000
Imports,2019,18/02/2019,Australia,All,All,$,26000000
Imports,2019,19/02/2019,Australia,All,All,$,26000000
Imports,2019,20/02/2019,Australia,All,All,$,22000000
Imports,2019,21/02/2019,Australia,All,All,$,38000000
Imports,2019,22/02/2019,Australia,All,All,$,23000000
Imports,2019,23/02/2019,Australia,All,All,$,2000000
Imports,2019,24/02/2019,Australia,All,All,$,3000000
Imports,2019,25/02/2019,Australia,All,All,$,22000000
Imports,2019,26/02/2019,Australia,All,All,$,30000000
Imports,2019,27/02/2019,Australia,All,All,$,18000000
Imports,2019,28/02/2019,Australia,All,All,$,27000000
Imports,2019,01/03/2019,Australia,All,All,$,41000000
Imports,2019,02/03/2019,Australia,All,All,$,3000000
Imports,2019,03/03/2019,Australia,All,All,$,2000000
Imports,2019,04/03/2019,Australia,All,All,$,42000000
Imports,2019,05/03/2019,Australia,All,All,$,34000000
Imports,2019,06/03/2019,Australia,All,All,$,41000000
Imports,2019,07/03/2019,Australia,All,All,$,22000000
Imports,2019,08/03/2019,Australia,All,All,$,21000000
Imports,2019,09/03/2019,Australia,All,All,$,2000000
Imports,2019,10/03/2019,Australia,All,All,$,2000000
Imports,2019,11/03/2019,Australia,All,All,$,26000000
Imports,2019,12/03/2019,Australia,All,All,$,19000000
Imports,2019,13/03/2019,Australia,All,All,$,25000000
Imports,2019,14/03/2019,Australia,All,All,$,30000000
Imports,2019,15/03/2019,Australia,All,All,$,25000000
Imports,2019,16/03/2019,Australia,All,All,$,2000000
Imports,2019,17/03/2019,Australia,All,All,$,2000000
Imports,2019,18/03/2019,Australia,All,All,$,24000000
Imports,2019,19/03/2019,Australia,All,All,$,35000000
Imports,2019,20/03/2019,Australia,All,All,$,30000000
Imports,2019,21/03/2019,Australia,All,All,$,26000000
Imports,2019,22/03/2019,Australia,All,All,$,17000000
Imports,2019,23/03/2019,Australia,All,All,$,2000000
Imports,2019,24/03/2019,Australia,All,All,$,2000000
Imports,2019,25/03/2019,Australia,All,All,$,20000000
Imports,2019,26/03/2019,Australia,All,All,$,25000000
Imports,2019,27/03/2019,Australia,All,All,$,20000000
Imports,2019,28/03/2019,Australia,All,All,$,27000000
Imports,2019,29/03/2019,Australia,All,All,$,18000000
Imports,2019,30/03/2019,Australia,All,All,$,2000000
Imports,2019,31/03/2019,Australia,All,All,$,2000000
Imports,2019,01/04/2019,Australia,All,All,$,24000000
Imports,2019,02/04/2019,Australia,All,All,$,18000000
Imports,2019,03/04/2019,Australia,All,All,$,42000000
Imports,2019,04/04/2019,Australia,All,All,$,25000000
Imports,2019,05/04/2019,Australia,All,All,$,22000000
Imports,2019,06/04/2019,Australia,All,All,$,2000000
Imports,2019,07/04/2019,Australia,All,All,$,2000000
Imports,2019,08/04/2019,Australia,All,All,$,23000000
Imports,2019,09/04/2019,Australia,All,All,$,46000000
Imports,2019,10/04/2019,Australia,All,All,$,29000000
Imports,2019,11/04/2019,Australia,All,All,$,30000000
Imports,2019,12/04/2019,Australia,All,All,$,27000000
Imports,2019,13/04/2019,Australia,All,All,$,2000000
Imports,2019,14/04/2019,Australia,All,All,$,2000000
Imports,2019,15/04/2019,Australia,All,All,$,28000000
Imports,2019,16/04/2019,Australia,All,All,$,24000000
Imports,2019,17/04/2019,Australia,All,All,$,22000000
Imports,2019,18/04/2019,Australia,All,All,$,23000000
Imports,2019,19/04/2019,Australia,All,All,$,4000000
Imports,2019,20/04/2019,Australia,All,All,$,2000000
Imports,2019,21/04/2019,Australia,All,All,$,1000000
Imports,2019,22/04/2019,Australia,All,All,$,2000000
Imports,2019,23/04/2019,Australia,All,All,$,33000000
Imports,2019,24/04/2019,Australia,All,All,$,59000000
Imports,2019,25/04/2019,Australia,All,All,$,17000000
Imports,2019,26/04/2019,Australia,All,All,$,25000000
Imports,2019,27/04/2019,Australia,All,All,$,2000000
Imports,2019,28/04/2019,Australia,All,All,$,1000000
Imports,2019,29/04/2019,Australia,All,All,$,21000000
Imports,2019,30/04/2019,Australia,All,All,$,37000000
Imports,2019,01/05/2019,Australia,All,All,$,29000000
Imports,2019,02/05/2019,Australia,All,All,$,19000000
Imports,2019,03/05/2019,Australia,All,All,$,19000000
Imports,2019,04/05/2019,Australia,All,All,$,3000000
Imports,2019,05/05/2019,Australia,All,All,$,3000000
Imports,2019,06/05/2019,Australia,All,All,$,23000000
Imports,2019,07/05/2019,Australia,All,All,$,25000000
Imports,2019,08/05/2019,Australia,All,All,$,33000000
Imports,2019,09/05/2019,Australia,All,All,$,28000000
Imports,2019,10/05/2019,Australia,All,All,$,27000000
Imports,2019,11/05/2019,Australia,All,All,$,4000000
Imports,2019,12/05/2019,Australia,All,All,$,4000000
Imports,2019,13/05/2019,Australia,All,All,$,31000000
Imports,2019,14/05/2019,Australia,All,All,$,25000000
Imports,2019,15/05/2019,Australia,All,All,$,24000000
Imports,2019,16/05/2019,Australia,All,All,$,23000000
Imports,2019,17/05/2019,Australia,All,All,$,18000000
Imports,2019,18/05/2019,Australia,All,All,$,19000000
Imports,2019,19/05/2019,Australia,All,All,$,4000000
Imports,2019,20/05/2019,Australia,All,All,$,23000000
Imports,2019,21/05/2019,Australia,All,All,$,28000000
Imports,2019,22/05/2019,Australia,All,All,$,32000000
Imports,2019,23/05/2019,Australia,All,All,$,37000000
Imports,2019,24/05/2019,Australia,All,All,$,24000000
Imports,2019,25/05/2019,Australia,All,All,$,3000000
Imports,2019,26/05/2019,Australia,All,All,$,3000000
Imports,2019,27/05/2019,Australia,All,All,$,23000000
Imports,2019,28/05/2019,Australia,All,All,$,29000000
Imports,2019,29/05/2019,Australia,All,All,$,30000000
Imports,2019,30/05/2019,Australia,All,All,$,20000000
Imports,2019,31/05/2019,Australia,All,All,$,21000000
Imports,2019,01/06/2019,Australia,All,All,$,4000000
Imports,2019,02/06/2019,Australia,All,All,$,1000000
Imports,2019,03/06/2019,Australia,All,All,$,3000000
Imports,2019,04/06/2019,Australia,All,All,$,32000000
Imports,2019,05/06/2019,Australia,All,All,$,34000000
Imports,2019,06/06/2019,Australia,All,All,$,32000000
Imports,2019,07/06/2019,Australia,All,All,$,39000000
Imports,2019,08/06/2019,Australia,All,All,$,2000000
Imports,2019,09/06/2019,Australia,All,All,$,2000000
Imports,2019,10/06/2019,Australia,All,All,$,24000000
Imports,2019,11/06/2019,Australia,All,All,$,44000000
Imports,2019,12/06/2019,Australia,All,All,$,26000000
Imports,2019,13/06/2019,Australia,All,All,$,20000000
Imports,2019,14/06/2019,Australia,All,All,$,24000000
Imports,2019,15/06/2019,Australia,All,All,$,3000000
Imports,2019,16/06/2019,Australia,All,All,$,2000000
Imports,2019,17/06/2019,Australia,All,All,$,24000000
Imports,2019,18/06/2019,Australia,All,All,$,24000000
Imports,2019,19/06/2019,Australia,All,All,$,24000000
Imports,2019,20/06/2019,Australia,All,All,$,33000000
Imports,2019,21/06/2019,Australia,All,All,$,27000000
Imports,2019,22/06/2019,Australia,All,All,$,2000000
Imports,2019,23/06/2019,Australia,All,All,$,2000000
Imports,2019,24/06/2019,Australia,All,All,$,25000000
Imports,2019,25/06/2019,Australia,All,All,$,34000000
Imports,2019,26/06/2019,Australia,All,All,$,22000000
Imports,2019,27/06/2019,Australia,All,All,$,24000000
Imports,2019,28/06/2019,Australia,All,All,$,19000000
Imports,2019,29/06/2019,Australia,All,All,$,2000000
Imports,2019,30/06/2019,Australia,All,All,$,2000000
Imports,2019,01/07/2019,Australia,All,All,$,33000000
Imports,2019,02/07/2019,Australia,All,All,$,47000000
Imports,2019,03/07/2019,Australia,All,All,$,30000000
Imports,2020,01/02/2020,Australia,All,All,$,5000000
Imports,2020,02/02/2020,Australia,All,All,$,2000000
Imports,2020,03/02/2020,Australia,All,All,$,26000000
Imports,2020,04/02/2020,Australia,All,All,$,21000000
Imports,2020,05/02/2020,Australia,All,All,$,29000000
Imports,2020,06/02/2020,Australia,All,All,$,3000000
Imports,2020,07/02/2020,Australia,All,All,$,27000000
Imports,2020,08/02/2020,Australia,All,All,$,3000000
Imports,2020,09/02/2020,Australia,All,All,$,2000000
Imports,2020,10/02/2020,Australia,All,All,$,28000000
Imports,2020,11/02/2020,Australia,All,All,$,28000000
Imports,2020,12/02/2020,Australia,All,All,$,27000000
Imports,2020,13/02/2020,Australia,All,All,$,32000000
Imports,2020,14/02/2020,Australia,All,All,$,21000000
Imports,2020,15/02/2020,Australia,All,All,$,3000000
Imports,2020,16/02/2020,Australia,All,All,$,2000000
Imports,2020,17/02/2020,Australia,All,All,$,22000000
Imports,2020,18/02/2020,Australia,All,All,$,40000000
Imports,2020,19/02/2020,Australia,All,All,$,27000000
Imports,2020,20/02/2020,Australia,All,All,$,15000000
Imports,2020,21/02/2020,Australia,All,All,$,23000000
Imports,2020,22/02/2020,Australia,All,All,$,3000000
Imports,2020,23/02/2020,Australia,All,All,$,1000000
Imports,2020,24/02/2020,Australia,All,All,$,28000000
Imports,2020,25/02/2020,Australia,All,All,$,29000000
Imports,2020,26/02/2020,Australia,All,All,$,21000000
Imports,2020,27/02/2020,Australia,All,All,$,32000000
Imports,2020,28/02/2020,Australia,All,All,$,17000000
Imports,2020,29/02/2020,Australia,All,All,$,2000000
Imports,2020,01/03/2020,Australia,All,All,$,7000000
Imports,2020,02/03/2020,Australia,All,All,$,21000000
Imports,2020,03/03/2020,Australia,All,All,$,40000000
Imports,2020,04/03/2020,Australia,All,All,$,27000000
Imports,2020,05/03/2020,Australia,All,All,$,19000000
Imports,2020,06/03/2020,Australia,All,All,$,23000000
Imports,2020,07/03/2020,Australia,All,All,$,3000000
Imports,2020,08/03/2020,Australia,All,All,$,2000000
Imports,2020,09/03/2020,Australia,All,All,$,20000000
Imports,2020,10/03/2020,Australia,All,All,$,23000000
Imports,2020,11/03/2020,Australia,All,All,$,25000000
Imports,2020,12/03/2020,Australia,All,All,$,36000000
Imports,2020,13/03/2020,Australia,All,All,$,34000000
Imports,2020,14/03/2020,Australia,All,All,$,2000000
Imports,2020,15/03/2020,Australia,All,All,$,1000000
Imports,2020,16/03/2020,Australia,All,All,$,27000000
Imports,2020,17/03/2020,Australia,All,All,$,27000000
Imports,2020,18/03/2020,Australia,All,All,$,22000000
Imports,2020,19/03/2020,Australia,All,All,$,38000000
Imports,2020,20/03/2020,Australia,All,All,$,22000000
Imports,2020,21/03/2020,Australia,All,All,$,2000000
Imports,2020,22/03/2020,Australia,All,All,$,2000000
Imports,2020,23/03/2020,Australia,All,All,$,20000000
Imports,2020,24/03/2020,Australia,All,All,$,25000000
Imports,2020,25/03/2020,Australia,All,All,$,35000000
Imports,2020,26/03/2020,Australia,All,All,$,25000000
Imports,2020,27/03/2020,Australia,All,All,$,17000000
Imports,2020,28/03/2020,Australia,All,All,$,1000000
Imports,2020,29/03/2020,Australia,All,All,$,1000000
Imports,2020,30/03/2020,Australia,All,All,$,14000000
Imports,2020,31/03/2020,Australia,All,All,$,17000000
Imports,2020,01/04/2020,Australia,All,All,$,31000000
Imports,2020,02/04/2020,Australia,All,All,$,23000000
Imports,2020,03/04/2020,Australia,All,All,$,21000000
Imports,2020,04/04/2020,Australia,All,All,$,1000000
Imports,2020,05/04/2020,Australia,All,All,$,1000000
Imports,2020,06/04/2020,Australia,All,All,$,18000000
Imports,2020,07/04/2020,Australia,All,All,$,23000000
Imports,2020,08/04/2020,Australia,All,All,$,21000000
Imports,2020,09/04/2020,Australia,All,All,$,41000000
Imports,2020,10/04/2020,Australia,All,All,$,1000000
Imports,2020,11/04/2020,Australia,All,All,$,2000000
Imports,2020,12/04/2020,Australia,All,All,$,1000000
Imports,2020,13/04/2020,Australia,All,All,$,2000000
Imports,2020,14/04/2020,Australia,All,All,$,41000000
Imports,2020,15/04/2020,Australia,All,All,$,25000000
Imports,2020,16/04/2020,Australia,All,All,$,17000000
Imports,2020,17/04/2020,Australia,All,All,$,42000000
Imports,2020,18/04/2020,Australia,All,All,$,2000000
Imports,2020,19/04/2020,Australia,All,All,$,2000000
Imports,2020,20/04/2020,Australia,All,All,$,20000000
Imports,2020,21/04/2020,Australia,All,All,$,24000000
Imports,2020,22/04/2020,Australia,All,All,$,29000000
Imports,2020,23/04/2020,Australia,All,All,$,21000000
Imports,2020,24/04/2020,Australia,All,All,$,16000000
Imports,2020,25/04/2020,Australia,All,All,$,1000000
Imports,2020,26/04/2020,Australia,All,All,$,1000000
Imports,2020,27/04/2020,Australia,All,All,$,2000000
Imports,2020,28/04/2020,Australia,All,All,$,38000000
Imports,2020,29/04/2020,Australia,All,All,$,18000000
Imports,2020,30/04/2020,Australia,All,All,$,14000000
Imports,2020,01/05/2020,Australia,All,All,$,23000000
Imports,2020,02/05/2020,Australia,All,All,$,3000000
Imports,2020,03/05/2020,Australia,All,All,$,1000000
Imports,2020,04/05/2020,Australia,All,All,$,31000000
Imports,2020,05/05/2020,Australia,All,All,$,23000000
Imports,2020,06/05/2020,Australia,All,All,$,29000000
Imports,2020,07/05/2020,Australia,All,All,$,26000000
Imports,2020,08/05/2020,Australia,All,All,$,27000000
Imports,2020,09/05/2020,Australia,All,All,$,1000000
Imports,2020,10/05/2020,Australia,All,All,$,3000000
Imports,2020,11/05/2020,Australia,All,All,$,24000000
Imports,2020,12/05/2020,Australia,All,All,$,22000000
Imports,2020,13/05/2020,Australia,All,All,$,23000000
Imports,2020,14/05/2020,Australia,All,All,$,14000000
Imports,2020,15/05/2020,Australia,All,All,$,23000000
Imports,2020,16/05/2020,Australia,All,All,$,3000000
Imports,2020,17/05/2020,Australia,All,All,$,2000000
Imports,2020,18/05/2020,Australia,All,All,$,27000000
Imports,2020,19/05/2020,Australia,All,All,$,28000000
Imports,2020,20/05/2020,Australia,All,All,$,34000000
Imports,2020,21/05/2020,Australia,All,All,$,23000000
Imports,2020,22/05/2020,Australia,All,All,$,17000000
Imports,2020,23/05/2020,Australia,All,All,$,2000000
Imports,2020,24/05/2020,Australia,All,All,$,2000000
Imports,2020,25/05/2020,Australia,All,All,$,24000000
Imports,2020,26/05/2020,Australia,All,All,$,19000000
Imports,2020,27/05/2020,Australia,All,All,$,25000000
Imports,2020,28/05/2020,Australia,All,All,$,14000000
Imports,2020,29/05/2020,Australia,All,All,$,14000000
Imports,2020,30/05/2020,Australia,All,All,$,2000000
Imports,2020,31/05/2020,Australia,All,All,$,1000000
Imports,2020,01/06/2020,Australia,All,All,$,6000000
Imports,2020,02/06/2020,Australia,All,All,$,33000000
Imports,2020,03/06/2020,Australia,All,All,$,43000000
Imports,2020,04/06/2020,Australia,All,All,$,39000000
Imports,2020,05/06/2020,Australia,All,All,$,27000000
Imports,2020,06/06/2020,Australia,All,All,$,2000000
Imports,2020,07/06/2020,Australia,All,All,$,2000000
Imports,2020,08/06/2020,Australia,All,All,$,26000000
Imports,2020,09/06/2020,Australia,All,All,$,22000000
Imports,2020,10/06/2020,Australia,All,All,$,29000000
Imports,2020,11/06/2020,Australia,All,All,$,25000000
Imports,2020,12/06/2020,Australia,All,All,$,23000000
Imports,2020,13/06/2020,Australia,All,All,$,1000000
Imports,2020,14/06/2020,Australia,All,All,$,2000000
Imports,2020,15/06/2020,Australia,All,All,$,23000000
Imports,2020,16/06/2020,Australia,All,All,$,29000000
Imports,2020,17/06/2020,Australia,All,All,$,22000000
Imports,2020,18/06/2020,Australia,All,All,$,23000000
Imports,2020,19/06/2020,Australia,All,All,$,18000000
Imports,2020,20/06/2020,Australia,All,All,$,3000000
Imports,2020,21/06/2020,Australia,All,All,$,2000000
Imports,2020,22/06/2020,Australia,All,All,$,20000000
Imports,2020,23/06/2020,Australia,All,All,$,44000000
Imports,2020,24/06/2020,Australia,All,All,$,35000000
Imports,2020,25/06/2020,Australia,All,All,$,27000000
Imports,2020,26/06/2020,Australia,All,All,$,22000000
Imports,2020,27/06/2020,Australia,All,All,$,4000000
Imports,2020,28/06/2020,Australia,All,All,$,2000000
Imports,2020,29/06/2020,Australia,All,All,$,24000000
Imports,2020,30/06/2020,Australia,All,All,$,31000000
Imports,2020,01/07/2020,Australia,All,All,$,32000000
Imports,2015,31/01/2015,United Kingdom,All,All,$,1000000
Imports,2015,01/02/2015,United Kingdom,All,All,$,2000000
Imports,2015,02/02/2015,United Kingdom,All,All,$,4000000
Imports,2015,03/02/2015,United Kingdom,All,All,$,9000000
Imports,2015,04/02/2015,United Kingdom,All,All,$,6000000
Imports,2015,05/02/2015,United Kingdom,All,All,$,8000000
Imports,2015,06/02/2015,United Kingdom,All,All,$,1000000
Imports,2015,07/02/2015,United Kingdom,All,All,$,0
Imports,2015,08/02/2015,United Kingdom,All,All,$,0
Imports,2015,09/02/2015,United Kingdom,All,All,$,5000000
Imports,2015,10/02/2015,United Kingdom,All,All,$,5000000
Imports,2015,11/02/2015,United Kingdom,All,All,$,7000000
Imports,2015,12/02/2015,United Kingdom,All,All,$,7000000
Imports,2015,13/02/2015,United Kingdom,All,All,$,4000000
Imports,2015,14/02/2015,United Kingdom,All,All,$,1000000
Imports,2015,15/02/2015,United Kingdom,All,All,$,1000000
Imports,2015,16/02/2015,United Kingdom,All,All,$,4000000
Imports,2015,17/02/2015,United Kingdom,All,All,$,14000000
Imports,2015,18/02/2015,United Kingdom,All,All,$,2000000
Imports,2015,19/02/2015,United Kingdom,All,All,$,3000000
Imports,2015,20/02/2015,United Kingdom,All,All,$,4000000
Imports,2015,21/02/2015,United Kingdom,All,All,$,1000000
Imports,2015,22/02/2015,United Kingdom,All,All,$,0
Imports,2015,23/02/2015,United Kingdom,All,All,$,5000000
Imports,2015,24/02/2015,United Kingdom,All,All,$,3000000
Imports,2015,25/02/2015,United Kingdom,All,All,$,3000000
Imports,2015,26/02/2015,United Kingdom,All,All,$,5000000
Imports,2015,27/02/2015,United Kingdom,All,All,$,3000000
Imports,2015,28/02/2015,United Kingdom,All,All,$,1000000
Imports,2015,01/03/2015,United Kingdom,All,All,$,4000000
Imports,2015,02/03/2015,United Kingdom,All,All,$,6000000
Imports,2015,03/03/2015,United Kingdom,All,All,$,3000000
Imports,2015,04/03/2015,United Kingdom,All,All,$,3000000
Imports,2015,05/03/2015,United Kingdom,All,All,$,5000000
Imports,2015,06/03/2015,United Kingdom,All,All,$,3000000
Imports,2015,07/03/2015,United Kingdom,All,All,$,0
Imports,2015,08/03/2015,United Kingdom,All,All,$,0
Imports,2015,09/03/2015,United Kingdom,All,All,$,2000000
Imports,2015,10/03/2015,United Kingdom,All,All,$,3000000
Imports,2015,11/03/2015,United Kingdom,All,All,$,8000000
Imports,2015,12/03/2015,United Kingdom,All,All,$,4000000
Imports,2015,13/03/2015,United Kingdom,All,All,$,5000000
Imports,2015,14/03/2015,United Kingdom,All,All,$,0
Imports,2015,15/03/2015,United Kingdom,All,All,$,0
Imports,2015,16/03/2015,United Kingdom,All,All,$,4000000
Imports,2015,17/03/2015,United Kingdom,All,All,$,6000000
